Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Owner_Count,Price
Kia,Sportage,2012,3.1,Diesel,Automatic,15738,4,11985
Ford,Focus,2000,4.6,Petrol,Automatic,66018,2,8879
Chevrolet,Malibu,2017,1.8,Petrol,Manual,102659,1,8946
Honda,Civic,2005,3.1,Petrol,Semi-Automatic,195296,3,4794
Volkswagen,Passat,2013,3.4,Diesel,Automatic,73688,3,11426
Chevrolet,Equinox,2013,1.9,Electric,Manual,59826,5,10703
Ford,Focus,2023,3.3,Diesel,Manual,258969,1,9120
Volkswagen,Passat,2021,3.9,Petrol,Manual,284852,5,8602
Ford,Explorer,2020,4.9,Diesel,Semi-Automatic,274959,2,9500
Hyundai,Sonata,2003,4.3,Electric,Manual,154422,4,8211
Mercedes,C-Class,2019,1.1,Hybrid,Manual,261205,4,6675
Hyundai,Elantra,2002,4.0,Petrol,Automatic,85143,1,8497
Ford,Focus,2015,1.5,Hybrid,Semi-Automatic,293123,2,5237
Chevrolet,Malibu,2019,1.2,Hybrid,Automatic,217110,1,9157
Volkswagen,Passat,2003,1.7,Petrol,Semi-Automatic,160459,1,3490
Mercedes,C-Class,2003,3.7,Hybrid,Automatic,91315,5,9373
BMW,X5,2003,4.2,Electric,Manual,214401,1,6911
Kia,Sportage,2020,1.7,Electric,Automatic,126451,1,12770
Chevrolet,Impala,2006,1.2,Diesel,Manual,148497,1,4130
Ford,Fiesta,2009,3.6,Diesel,Manual,230976,3,5780
Volkswagen,Golf,2007,4.9,Petrol,Semi-Automatic,23679,3,10626
Volkswagen,Passat,2008,2.6,Diesel,Semi-Automatic,159839,2,5903
Ford,Explorer,2000,1.6,Petrol,Manual,13049,5,5439
Kia,Rio,2003,2.6,Hybrid,Automatic,51216,1,9075
Hyundai,Tucson,2005,1.3,Electric,Semi-Automatic,178582,4,5328
Toyota,Corolla,2010,4.3,Diesel,Manual,198106,2,7437
Ford,Focus,2002,1.2,Electric,Automatic,210422,3,5191
Kia,Sportage,2009,2.5,Diesel,Manual,185978,2,5580
Audi,A3,2006,1.9,Diesel,Semi-Automatic,80059,4,6198
Ford,Fiesta,2009,1.9,Hybrid,Manual,277783,4,4144
Mercedes,GLA,2006,2.2,Petrol,Automatic,231035,4,4979
Mercedes,C-Class,2019,4.5,Electric,Automatic,87765,5,16044
Chevrolet,Impala,2002,2.9,Hybrid,Automatic,272265,1,4654
Honda,CR-V,2000,3.0,Hybrid,Automatic,125096,4,7098
Chevrolet,Malibu,2006,3.1,Hybrid,Manual,185491,4,6290
Audi,Q5,2007,1.6,Electric,Automatic,134078,4,8618
Volkswagen,Passat,2017,4.5,Electric,Semi-Automatic,276657,1,10166
Kia,Rio,2001,3.3,Petrol,Automatic,37508,5,8449
Volkswagen,Passat,2010,3.4,Diesel,Manual,49938,3,9501
Hyundai,Sonata,2005,1.7,Electric,Manual,272765,2,3844
Volkswagen,Tiguan,2017,4.9,Hybrid,Manual,241010,2,10279
BMW,5 Series,2009,1.7,Petrol,Semi-Automatic,200595,4,4488
Audi,A4,2001,2.0,Petrol,Manual,86771,3,4664
Ford,Focus,2004,3.9,Electric,Manual,173016,3,7739
Mercedes,E-Class,2015,1.5,Hybrid,Semi-Automatic,81145,5,9477
Audi,A4,2006,2.5,Diesel,Semi-Automatic,177790,2,4844
Hyundai,Elantra,2003,2.8,Diesel,Automatic,150338,4,6293
Chevrolet,Equinox,2023,1.3,Electric,Manual,76764,3,12764
Kia,Rio,2006,2.8,Electric,Manual,134987,5,8000
Mercedes,E-Class,2011,1.5,Hybrid,Semi-Automatic,171581,2,6468
Volkswagen,Golf,2023,4.4,Electric,Automatic,136725,3,16165
BMW,X5,2002,1.5,Diesel,Semi-Automatic,259173,5,2000
Volkswagen,Tiguan,2013,3.4,Hybrid,Manual,282791,2,6744
Mercedes,GLA,2018,2.2,Hybrid,Automatic,188996,4,10420
Kia,Optima,2002,4.8,Petrol,Automatic,55077,2,9898
Volkswagen,Tiguan,2002,3.4,Diesel,Automatic,227745,4,5045
Ford,Fiesta,2010,1.6,Diesel,Automatic,223850,3,5723
Toyota,Camry,2007,3.3,Electric,Manual,252382,2,6452
Hyundai,Elantra,2021,1.4,Petrol,Semi-Automatic,101078,3,9778
Audi,Q5,2021,2.6,Petrol,Automatic,243061,2,9638
BMW,3 Series,2017,1.7,Diesel,Semi-Automatic,65698,2,9586
Chevrolet,Malibu,2013,2.7,Hybrid,Semi-Automatic,237927,5,6941
Toyota,Camry,2000,3.0,Diesel,Automatic,3415,2,8531
Mercedes,E-Class,2022,3.9,Petrol,Semi-Automatic,144875,2,11702
Chevrolet,Malibu,2017,1.2,Hybrid,Semi-Automatic,145755,2,8484
Audi,Q5,2008,4.4,Hybrid,Automatic,140200,5,10596
Toyota,Corolla,2014,2.7,Petrol,Automatic,221240,3,8075
Mercedes,E-Class,2001,4.9,Petrol,Semi-Automatic,187747,5,5545
Kia,Optima,2003,3.1,Hybrid,Manual,31090,4,8478
BMW,5 Series,2012,1.5,Electric,Automatic,209765,2,8504
Mercedes,C-Class,2010,2.7,Electric,Manual,243424,5,6931
Chevrolet,Malibu,2011,4.4,Diesel,Manual,299696,5,5806
Audi,Q5,2005,1.5,Electric,Semi-Automatic,236909,5,4361
Mercedes,E-Class,2010,2.1,Diesel,Automatic,284806,3,5003
Mercedes,C-Class,2006,4.5,Hybrid,Automatic,135379,2,10192
Ford,Fiesta,2011,4.6,Hybrid,Automatic,53106,5,13437
Audi,A3,2005,3.1,Diesel,Manual,134428,1,6011
BMW,X5,2007,4.2,Hybrid,Manual,112541,5,9149
Ford,Explorer,2008,3.3,Hybrid,Automatic,284711,5,6605
BMW,5 Series,2023,3.5,Petrol,Automatic,282240,1,10355
Audi,Q5,2006,3.8,Electric,Automatic,69519,4,11809
Ford,Explorer,2005,3.5,Hybrid,Semi-Automatic,101496,5,8070
Kia,Sportage,2007,2.0,Petrol,Manual,259084,5,3018
Audi,A4,2012,1.6,Hybrid,Semi-Automatic,151695,3,7266
BMW,X5,2014,3.0,Hybrid,Automatic,253364,1,8732
Ford,Focus,2021,1.1,Petrol,Manual,6376,3,11372
BMW,3 Series,2006,4.4,Hybrid,Semi-Automatic,256129,1,6177
Honda,CR-V,2005,1.2,Diesel,Semi-Automatic,106837,1,4663
BMW,3 Series,2003,3.3,Electric,Manual,124893,1,7802
BMW,3 Series,2003,2.2,Hybrid,Semi-Automatic,271820,3,2763
BMW,3 Series,2005,3.2,Petrol,Semi-Automatic,42332,4,7953
Chevrolet,Malibu,2009,3.0,Hybrid,Manual,267729,3,5445
Hyundai,Tucson,2008,2.9,Electric,Automatic,111252,5,10674
Audi,A3,2003,2.9,Petrol,Automatic,186608,4,5667
Hyundai,Sonata,2018,3.5,Electric,Semi-Automatic,221719,1,10565
Ford,Explorer,2005,1.5,Hybrid,Semi-Automatic,29663,5,7506
Honda,CR-V,2004,4.2,Hybrid,Automatic,28219,1,11435
Kia,Optima,2023,3.3,Petrol,Automatic,16917,3,15461
Audi,Q5,2022,3.1,Hybrid,Manual,265538,4,9489
Honda,Accord,2023,1.4,Hybrid,Automatic,194356,4,11012
Hyundai,Elantra,2000,1.3,Hybrid,Semi-Automatic,14927,3,6101
Hyundai,Elantra,2020,3.8,Petrol,Automatic,176673,4,11866
BMW,5 Series,2007,3.1,Electric,Automatic,197883,2,8842
Honda,Accord,2001,1.5,Electric,Semi-Automatic,216132,3,3577
Hyundai,Tucson,2018,1.5,Hybrid,Automatic,21672,5,13066
Audi,A4,2020,2.1,Electric,Automatic,78099,5,14138
Toyota,Corolla,2022,4.8,Diesel,Automatic,7292,3,16854
Mercedes,GLA,2021,1.4,Petrol,Automatic,237379,3,8552
Audi,Q5,2002,3.7,Petrol,Automatic,63496,3,8630
Honda,Civic,2017,4.5,Diesel,Semi-Automatic,217124,5,9357
Volkswagen,Passat,2023,2.2,Hybrid,Manual,64724,4,12905
BMW,5 Series,2023,3.6,Hybrid,Manual,8520,3,15429
BMW,3 Series,2018,2.6,Petrol,Manual,33654,3,11426
BMW,5 Series,2018,1.8,Electric,Automatic,245660,1,9886
BMW,3 Series,2005,1.9,Hybrid,Manual,230019,3,3899
Honda,Accord,2016,2.3,Electric,Semi-Automatic,4516,1,13109
Kia,Sportage,2011,4.2,Diesel,Manual,201362,1,7572
Hyundai,Elantra,2007,1.4,Electric,Semi-Automatic,172065,5,6158
Hyundai,Tucson,2023,1.3,Hybrid,Manual,76669,2,11766
Toyota,Camry,2011,3.0,Petrol,Manual,137795,2,7644
Honda,CR-V,2013,1.3,Petrol,Automatic,264773,3,5504
Hyundai,Elantra,2011,4.8,Diesel,Manual,224629,5,7707
Kia,Optima,2015,4.8,Diesel,Automatic,115616,4,12587
Honda,Civic,2014,1.3,Diesel,Automatic,58476,5,9930
Hyundai,Sonata,2005,3.7,Electric,Automatic,102521,1,10749
Honda,CR-V,2000,3.8,Electric,Manual,54833,3,8803
Mercedes,GLA,2009,2.9,Electric,Semi-Automatic,270315,4,6293
Hyundai,Sonata,2008,3.8,Petrol,Automatic,248827,4,6823
Audi,A3,2019,1.7,Hybrid,Automatic,188824,2,10223
Toyota,Corolla,2012,4.0,Electric,Semi-Automatic,289548,5,7909
Honda,Civic,2005,1.7,Diesel,Automatic,216571,5,4468
Kia,Optima,2000,2.4,Hybrid,Automatic,80928,2,7381
Toyota,RAV4,2016,1.8,Hybrid,Semi-Automatic,7976,2,11540
Kia,Optima,2009,2.6,Electric,Semi-Automatic,133903,4,8721
BMW,3 Series,2007,3.1,Hybrid,Automatic,237559,4,7048
Kia,Rio,2003,2.2,Petrol,Manual,294310,2,2000
Ford,Focus,2019,1.5,Petrol,Automatic,290034,1,6999
Toyota,RAV4,2001,4.2,Electric,Manual,197760,4,6644
Audi,A4,2006,1.5,Diesel,Manual,64890,3,6102
Hyundai,Tucson,2012,4.4,Electric,Manual,124691,5,11606
Ford,Explorer,2020,1.4,Diesel,Manual,18226,2,11135
Hyundai,Elantra,2012,2.4,Diesel,Automatic,140285,2,8794
BMW,X5,2021,3.4,Diesel,Automatic,249377,1,10312
Ford,Fiesta,2010,2.8,Diesel,Manual,132553,1,7248
BMW,X5,2005,3.6,Electric,Semi-Automatic,99212,4,9215
Mercedes,C-Class,2003,4.5,Electric,Automatic,145712,2,10085
Audi,A3,2005,3.8,Diesel,Manual,163598,2,6128
Chevrolet,Equinox,2002,3.2,Diesel,Manual,95716,4,5985
Volkswagen,Golf,2013,3.0,Hybrid,Automatic,277621,4,7947
Toyota,Camry,2018,4.8,Hybrid,Semi-Automatic,16725,5,14965
Audi,A3,2021,1.4,Hybrid,Manual,25053,3,12298
BMW,X5,2006,1.8,Petrol,Semi-Automatic,267902,5,2341
Volkswagen,Tiguan,2005,3.2,Petrol,Automatic,69344,1,8913
Volkswagen,Tiguan,2015,1.6,Electric,Semi-Automatic,117444,2,9851
Hyundai,Elantra,2009,1.7,Diesel,Semi-Automatic,235964,5,3780
Mercedes,E-Class,2013,2.5,Diesel,Semi-Automatic,39779,3,9704
Volkswagen,Passat,2017,2.7,Diesel,Automatic,167257,2,10054
Ford,Focus,2004,2.8,Electric,Automatic,203916,1,7521
Honda,CR-V,2001,1.1,Hybrid,Semi-Automatic,177646,4,2947
Volkswagen,Passat,2013,1.1,Hybrid,Semi-Automatic,11292,4,9874
Audi,A3,2015,4.5,Electric,Automatic,51414,5,15571
Hyundai,Tucson,2012,2.5,Electric,Manual,234833,5,7503
Audi,Q5,2018,3.8,Hybrid,Semi-Automatic,15808,5,13983
Audi,A3,2011,3.4,Diesel,Semi-Automatic,235373,1,6092
Toyota,RAV4,2020,4.4,Electric,Automatic,271220,4,12575
Audi,A3,2016,4.8,Petrol,Semi-Automatic,285781,3,7984
Ford,Explorer,2012,4.8,Diesel,Manual,272397,5,7052
BMW,3 Series,2019,1.8,Diesel,Manual,264879,4,6302
Mercedes,GLA,2009,4.4,Hybrid,Manual,38382,4,11432
Kia,Rio,2005,2.2,Diesel,Automatic,68780,4,7924
Audi,A4,2021,3.0,Electric,Automatic,291722,5,11065
Toyota,Camry,2006,4.5,Diesel,Automatic,296119,1,5977
Volkswagen,Passat,2001,1.2,Electric,Manual,143549,1,4729
Toyota,Corolla,2017,2.1,Petrol,Manual,295653,4,5386
Kia,Rio,2013,3.7,Electric,Semi-Automatic,214832,4,9403
BMW,5 Series,2011,4.2,Electric,Manual,137686,5,10846
Audi,Q5,2004,3.9,Petrol,Semi-Automatic,244557,4,4308
Honda,Civic,2004,1.0,Diesel,Semi-Automatic,23445,5,5831
Honda,Civic,2016,1.1,Electric,Manual,259759,3,6804
Mercedes,E-Class,2015,4.6,Petrol,Automatic,160370,2,11492
Chevrolet,Malibu,2001,1.4,Hybrid,Manual,175481,4,3290
Kia,Rio,2013,3.1,Hybrid,Manual,47968,2,11140
Toyota,Corolla,2022,2.8,Petrol,Automatic,108477,3,12830
Toyota,Corolla,2019,2.5,Hybrid,Semi-Automatic,105687,1,11186
Hyundai,Tucson,2017,3.7,Petrol,Automatic,93324,3,12533
Toyota,Camry,2001,4.5,Diesel,Automatic,157985,1,7240
Chevrolet,Impala,2008,2.8,Petrol,Automatic,184529,5,7109
Kia,Rio,2009,1.1,Hybrid,Manual,175924,4,5381
Mercedes,E-Class,2023,4.5,Diesel,Automatic,247581,2,12048
Kia,Sportage,2010,2.2,Electric,Manual,29477,1,10710
Honda,CR-V,2018,4.9,Electric,Automatic,105241,3,15795
Kia,Rio,2009,1.2,Diesel,Semi-Automatic,61862,3,6762
Honda,Civic,2001,1.3,Petrol,Semi-Automatic,160858,1,2482
Kia,Sportage,2021,2.8,Petrol,Manual,181794,2,9564
Audi,Q5,2012,2.5,Electric,Semi-Automatic,122181,4,9756
Mercedes,GLA,2001,2.3,Hybrid,Automatic,211575,2,4968
Hyundai,Elantra,2022,1.5,Petrol,Automatic,195259,4,9794
Chevrolet,Equinox,2018,2.8,Diesel,Automatic,253068,1,8738
Volkswagen,Golf,2016,4.9,Petrol,Automatic,282966,5,9640
Ford,Explorer,2011,2.3,Hybrid,Manual,85449,1,8991
Kia,Optima,2022,4.6,Petrol,Manual,91253,1,13474
Chevrolet,Equinox,2006,4.9,Hybrid,Automatic,44437,2,12411
Volkswagen,Golf,2000,4.4,Petrol,Semi-Automatic,229250,5,3915
Toyota,Corolla,2020,3.2,Diesel,Semi-Automatic,151773,4,10264
Volkswagen,Golf,2004,1.0,Petrol,Manual,96465,2,4370
Volkswagen,Tiguan,2010,4.1,Hybrid,Automatic,45971,5,12780
BMW,5 Series,2014,1.4,Hybrid,Manual,95466,2,8790
Chevrolet,Malibu,2002,3.8,Hybrid,Semi-Automatic,273573,3,4028
Hyundai,Elantra,2017,1.2,Hybrid,Semi-Automatic,254135,5,6317
Hyundai,Elantra,2019,2.0,Diesel,Automatic,61254,3,12074
Audi,A4,2013,3.2,Petrol,Automatic,260047,4,7499
Volkswagen,Passat,2011,1.2,Diesel,Semi-Automatic,144904,5,5701
BMW,3 Series,2008,3.1,Petrol,Semi-Automatic,114651,2,7306
Ford,Explorer,2014,1.6,Electric,Automatic,268359,1,8032
Mercedes,C-Class,2008,3.8,Petrol,Automatic,77521,1,10249
Kia,Rio,2016,4.0,Electric,Manual,158371,5,11732
Toyota,RAV4,2001,1.1,Diesel,Automatic,168736,3,3625
Mercedes,C-Class,2018,1.6,Petrol,Automatic,285132,5,6897
Audi,A3,2007,4.2,Diesel,Manual,146124,4,7477
Mercedes,C-Class,2004,4.2,Diesel,Automatic,13283,5,10734
Chevrolet,Equinox,2021,1.5,Petrol,Manual,104395,2,9812
Chevrolet,Malibu,2005,3.4,Hybrid,Semi-Automatic,107881,3,7842
Toyota,Camry,2019,3.0,Diesel,Automatic,15814,2,13983
Chevrolet,Equinox,2004,4.3,Electric,Semi-Automatic,15324,3,11293
Volkswagen,Tiguan,2014,4.8,Diesel,Semi-Automatic,8546,5,12929
Honda,Accord,2008,2.5,Petrol,Manual,188000,4,5240
Volkswagen,Golf,2000,1.2,Hybrid,Semi-Automatic,155211,1,3195
Audi,A4,2000,3.4,Petrol,Manual,228124,1,2937
Ford,Fiesta,2018,2.0,Petrol,Manual,299652,2,5506
Honda,Accord,2023,1.5,Hybrid,Manual,282131,4,7857
Toyota,Corolla,2010,2.0,Hybrid,Manual,265328,3,4793
Toyota,RAV4,2001,4.6,Diesel,Manual,46583,2,8068
Kia,Rio,2016,3.0,Diesel,Manual,153549,5,8829
BMW,X5,2004,2.6,Diesel,Semi-Automatic,217769,4,3544
Volkswagen,Golf,2015,2.4,Electric,Manual,89366,2,11212
Mercedes,C-Class,2021,1.8,Petrol,Automatic,209114,4,9517
Hyundai,Elantra,2003,3.6,Hybrid,Semi-Automatic,248432,1,4631
Audi,Q5,2016,1.2,Electric,Automatic,161942,5,10361
BMW,X5,2012,1.1,Electric,Manual,179817,2,7203
Volkswagen,Golf,2007,3.2,Hybrid,Semi-Automatic,33948,4,9721
Kia,Rio,2019,3.8,Hybrid,Automatic,172526,1,12649
Ford,Focus,2022,1.6,Petrol,Manual,38549,1,11529
Ford,Explorer,2012,2.5,Electric,Semi-Automatic,253227,3,7135
Audi,Q5,2003,2.3,Electric,Semi-Automatic,293605,5,3427
BMW,X5,2009,2.4,Electric,Manual,12260,2,10954
Kia,Rio,2016,2.5,Petrol,Manual,275604,5,5887
BMW,5 Series,2021,2.0,Diesel,Manual,238590,5,7628
BMW,X5,2020,3.1,Petrol,Automatic,104470,4,12610
Toyota,RAV4,2017,2.8,Electric,Semi-Automatic,47232,2,13055
Toyota,Camry,2002,3.1,Petrol,Manual,268550,3,2429
Hyundai,Tucson,2004,2.0,Hybrid,Manual,289394,1,2512
Kia,Sportage,2020,5.0,Electric,Semi-Automatic,224655,2,12606
Hyundai,Elantra,2006,3.5,Electric,Automatic,49268,5,11914
Chevrolet,Impala,2008,1.5,Electric,Manual,1160,4,9976
Ford,Focus,2019,4.4,Hybrid,Automatic,264775,2,11404
Volkswagen,Passat,2011,1.4,Hybrid,Semi-Automatic,224435,3,5311
Audi,Q5,2020,4.3,Diesel,Automatic,4064,4,15818
Audi,A3,2011,4.1,Petrol,Semi-Automatic,194050,3,7619
Mercedes,E-Class,2015,1.5,Diesel,Manual,245193,2,5196
Toyota,Corolla,2002,3.6,Petrol,Semi-Automatic,192608,4,4447
Audi,Q5,2000,4.2,Hybrid,Manual,27565,4,8748
BMW,5 Series,2016,2.9,Hybrid,Manual,216537,2,8469
Honda,Civic,2004,2.7,Diesel,Automatic,159383,4,6312
BMW,5 Series,2021,4.6,Diesel,Semi-Automatic,249421,1,10011
Honda,Accord,2002,4.4,Electric,Automatic,112119,4,10357
Mercedes,E-Class,2017,4.5,Hybrid,Automatic,280240,4,10595
Audi,A4,2009,1.5,Hybrid,Semi-Automatic,273621,2,3827
Mercedes,GLA,2022,1.9,Petrol,Automatic,210055,3,9898
Volkswagen,Tiguan,2014,4.5,Electric,Manual,176610,5,11267
Volkswagen,Tiguan,2021,3.8,Diesel,Automatic,275751,4,10184
Honda,Civic,2016,1.0,Diesel,Manual,160384,4,6692
Mercedes,E-Class,2017,4.1,Electric,Automatic,53004,5,15739
Toyota,RAV4,2008,3.2,Hybrid,Manual,79458,3,9110
Toyota,Camry,2014,3.7,Diesel,Semi-Automatic,151460,4,8970
Mercedes,GLA,2000,4.7,Electric,Manual,156997,1,7660
Chevrolet,Malibu,2004,3.3,Electric,Semi-Automatic,134262,4,7914
Hyundai,Sonata,2005,1.5,Petrol,Manual,84535,5,5409
Audi,A4,2006,4.4,Diesel,Semi-Automatic,233491,1,5630
Volkswagen,Passat,2019,3.1,Hybrid,Manual,4516,1,13809
Ford,Explorer,2013,3.8,Hybrid,Automatic,31485,5,13670
Honda,CR-V,2015,3.5,Petrol,Automatic,255090,4,8498
Honda,CR-V,2020,3.9,Hybrid,Automatic,212657,4,12246
Volkswagen,Tiguan,2015,4.6,Hybrid,Automatic,275295,1,10194
Honda,Accord,2004,2.1,Diesel,Manual,64955,2,6100
Ford,Focus,2013,1.6,Hybrid,Automatic,25367,1,11592
Kia,Rio,2014,4.2,Diesel,Semi-Automatic,120436,1,10091
Honda,Civic,2011,2.5,Hybrid,Semi-Automatic,246900,2,5962
Honda,Accord,2016,4.6,Hybrid,Automatic,47219,4,15055
Mercedes,C-Class,2023,1.6,Petrol,Automatic,53057,5,13038
Kia,Rio,2004,1.9,Petrol,Semi-Automatic,10141,5,6997
BMW,5 Series,2006,4.8,Petrol,Manual,251301,3,5673
Volkswagen,Golf,2015,1.5,Electric,Semi-Automatic,38376,1,11332
Audi,Q5,2001,1.5,Petrol,Semi-Automatic,142977,3,3040
Kia,Optima,2014,4.8,Hybrid,Semi-Automatic,150222,5,11095
BMW,5 Series,2010,2.6,Petrol,Automatic,49874,1,10202
Volkswagen,Golf,2011,1.4,Petrol,Semi-Automatic,207987,1,4640
Volkswagen,Tiguan,2019,2.7,Electric,Manual,81786,2,12864
Volkswagen,Golf,2013,2.4,Electric,Semi-Automatic,183425,5,8731
Mercedes,C-Class,2017,2.2,Electric,Semi-Automatic,285965,5,7680
Chevrolet,Malibu,2013,3.6,Hybrid,Automatic,94086,5,12218
Ford,Fiesta,2011,4.7,Diesel,Automatic,80877,5,11982
Chevrolet,Impala,2009,3.0,Petrol,Automatic,100319,1,9293
Hyundai,Elantra,2007,4.0,Diesel,Manual,259588,1,5008
Kia,Rio,2010,1.2,Hybrid,Manual,287661,1,3546
Audi,A3,2011,2.2,Electric,Semi-Automatic,48000,2,10640
Audi,Q5,2015,2.7,Diesel,Semi-Automatic,106562,1,9168
Ford,Fiesta,2001,1.5,Diesel,Automatic,45344,5,6493
Kia,Rio,2018,1.5,Diesel,Automatic,119965,2,10100
Toyota,RAV4,2018,4.4,Electric,Semi-Automatic,67821,4,14543
Chevrolet,Impala,2020,3.6,Petrol,Semi-Automatic,143204,2,10835
Kia,Optima,2004,2.2,Hybrid,Automatic,271742,3,4565
Hyundai,Sonata,2022,3.7,Diesel,Manual,213047,1,10139
Audi,A4,2017,4.0,Diesel,Automatic,216698,2,10366
Toyota,RAV4,2005,3.1,Diesel,Manual,74184,5,7216
Hyundai,Tucson,2003,1.1,Diesel,Automatic,115498,2,5290
Hyundai,Sonata,2003,2.2,Petrol,Semi-Automatic,129833,3,4603
BMW,X5,2021,3.9,Electric,Semi-Automatic,170816,1,12883
Kia,Optima,2023,4.7,Diesel,Automatic,161209,4,13975
Audi,Q5,2004,1.4,Hybrid,Manual,64440,4,6411
Hyundai,Tucson,2020,2.9,Electric,Semi-Automatic,151486,4,11970
Audi,Q5,2018,5.0,Petrol,Automatic,1887,3,15962
Audi,A3,2015,3.8,Hybrid,Semi-Automatic,6344,1,13273
Hyundai,Sonata,2010,2.3,Petrol,Semi-Automatic,121043,5,6979
Ford,Focus,2015,3.0,Petrol,Automatic,205735,4,8985
Chevrolet,Equinox,2015,1.8,Diesel,Automatic,252258,5,6854
Kia,Sportage,2009,4.4,Diesel,Semi-Automatic,278593,5,5628
Toyota,RAV4,2020,3.5,Electric,Semi-Automatic,4758,1,15504
Chevrolet,Malibu,2022,4.4,Petrol,Semi-Automatic,45196,1,14196
Honda,Accord,2006,2.5,Electric,Semi-Automatic,150504,3,7389
Mercedes,GLA,2004,2.6,Hybrid,Manual,211170,1,4676
Ford,Fiesta,2020,2.9,Electric,Automatic,121079,4,14078
Honda,Accord,2008,1.3,Diesel,Semi-Automatic,84405,2,6111
Toyota,RAV4,2001,1.1,Electric,Automatic,97786,2,7044
Volkswagen,Passat,2019,1.3,Diesel,Manual,260581,1,5888
Mercedes,C-Class,2003,2.8,Diesel,Manual,285300,3,2094
Volkswagen,Golf,2018,1.5,Hybrid,Manual,46734,5,11065
Honda,CR-V,2022,2.3,Electric,Semi-Automatic,52445,4,13951
Hyundai,Sonata,2015,1.4,Hybrid,Semi-Automatic,65628,1,9687
Ford,Fiesta,2002,1.9,Petrol,Manual,268992,1,2000
Honda,Civic,2023,2.3,Petrol,Automatic,115197,1,12496
Chevrolet,Malibu,2019,4.2,Hybrid,Automatic,167792,4,13144
Ford,Fiesta,2014,3.2,Diesel,Automatic,235046,2,8299
Honda,CR-V,2014,2.1,Diesel,Automatic,146199,2,8976
Ford,Focus,2003,1.1,Diesel,Manual,236608,4,2000
Honda,Civic,2011,4.0,Diesel,Automatic,52368,2,11852
Toyota,Corolla,2016,2.4,Petrol,Manual,239080,3,6518
Ford,Explorer,2011,4.7,Diesel,Automatic,152590,2,10548
Ford,Explorer,2006,3.8,Diesel,Automatic,112098,2,8958
Volkswagen,Tiguan,2008,1.6,Electric,Semi-Automatic,119362,4,7712
Mercedes,GLA,2013,1.5,Petrol,Automatic,231614,4,6367
Honda,Accord,2023,3.8,Hybrid,Semi-Automatic,213139,1,11537
Kia,Optima,2010,3.6,Electric,Automatic,267888,1,8842
Ford,Explorer,2004,3.6,Electric,Semi-Automatic,257731,5,5745
Hyundai,Sonata,2022,4.8,Petrol,Manual,275848,4,9983
Ford,Focus,2020,3.9,Petrol,Manual,105670,1,11886
Mercedes,E-Class,2000,4.6,Diesel,Semi-Automatic,99538,1,6709
Ford,Focus,2017,4.5,Electric,Automatic,270945,1,11781
Honda,Civic,2018,4.0,Electric,Manual,94058,3,13618
Chevrolet,Malibu,2014,4.6,Diesel,Semi-Automatic,122463,5,10450
Honda,CR-V,2013,2.2,Hybrid,Manual,250855,2,6182
Hyundai,Tucson,2010,1.1,Electric,Manual,201048,4,6179
Ford,Fiesta,2009,2.9,Electric,Manual,85237,1,9995
BMW,3 Series,2005,3.7,Petrol,Manual,51258,4,8274
Mercedes,C-Class,2000,4.7,Electric,Automatic,67092,1,10958
Mercedes,E-Class,2019,4.9,Diesel,Automatic,81641,1,14567
Chevrolet,Malibu,2008,1.6,Hybrid,Automatic,296614,1,4667
Honda,Civic,2003,2.6,Hybrid,Manual,279260,3,3014
Ford,Focus,2002,2.1,Diesel,Automatic,44278,5,7414
Kia,Optima,2022,2.6,Petrol,Manual,282061,3,7658
Audi,A4,2022,2.3,Hybrid,Semi-Automatic,254607,1,8907
Kia,Rio,2016,3.4,Hybrid,Semi-Automatic,241932,1,8461
Honda,Accord,2010,4.8,Petrol,Manual,223801,2,7423
Audi,A3,2013,2.6,Electric,Semi-Automatic,89258,4,10814
BMW,X5,2002,2.8,Electric,Automatic,296125,2,5077
Honda,Accord,2003,2.0,Hybrid,Manual,204551,1,3908
Honda,Accord,2008,3.5,Petrol,Semi-Automatic,48395,1,9032
Chevrolet,Malibu,2008,2.9,Hybrid,Automatic,272954,4,6440
Audi,A3,2004,3.2,Petrol,Semi-Automatic,213153,4,4236
Hyundai,Elantra,2021,3.3,Hybrid,Manual,260057,3,9498
Volkswagen,Passat,2000,1.4,Electric,Manual,25560,3,6988
Kia,Rio,2012,1.4,Electric,Manual,219859,4,6702
Kia,Sportage,2003,4.2,Electric,Semi-Automatic,149571,5,8208
Hyundai,Sonata,2015,1.5,Diesel,Semi-Automatic,278032,5,4539
Ford,Explorer,2018,1.2,Electric,Semi-Automatic,181581,3,9068
BMW,3 Series,2007,1.9,Diesel,Manual,190298,1,4294
Hyundai,Elantra,2004,2.1,Petrol,Semi-Automatic,125290,3,4894
Mercedes,GLA,2007,3.7,Hybrid,Manual,226255,3,6374
Honda,Accord,2015,1.5,Diesel,Manual,87818,3,8343
Chevrolet,Impala,2005,4.4,Electric,Manual,139717,4,9205
Honda,Accord,2020,2.5,Diesel,Semi-Automatic,189339,4,8813
Kia,Sportage,2021,2.4,Electric,Semi-Automatic,77443,5,13251
Mercedes,C-Class,2017,1.7,Electric,Manual,241688,3,8066
BMW,3 Series,2023,2.0,Electric,Manual,278018,5,9439
